Message_Id,Message_Version,Field_Name,Parent_Field,Field_Units,Min_Field_Size,Max_Field_Size,Field_Range,Mandatory,Number_Of_Fields,Optional_Description,Message_Type,Customer,Direction,STEName
RD-PTUQ,1,PF_ADDRESSEE,CONTENT,Alphanumeric,1,255,,N,,,RUM,,,
RD-PTUQ,1,PF_ADDRESSEE_TYPE,CONTENT,Alphabetic,1,1,E|P|F|G,N,,,RUM,,,
RD-PTUQ,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,Y,,,RUM,,,
RD-PTUQ,1,DISTRICT,CONTENT,Alphanumeric,1,25,,Y,,,RUM,,,
RD-PTUQ,1,FROM_STATION,CONTENT,Alphanumeric,1,27,,Y,,,RUM,,,
RD-PTUQ,1,TO_STATION,CONTENT,Alphanumeric,1,27,,Y,,,RUM,,,
RD-PTUQ,1,TRACK,CONTENT,Alphanumeric,1,32,,Y,,,RUM,,,
RD-AK01,1,HEADER,RD-AK01,,,,,Y,,,RUM,,,
RD-AK01,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
RD-AK01,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
RD-AK01,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
RD-AK01,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
RD-AK01,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
RD-AK01,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
RD-AK01,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
RD-AK01,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
RD-AK01,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
RD-AK01,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
RD-AK01,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
RD-AK01,1,CONTENT,RD-AK01,,,,,Y,,,RUM,,,
RD-AK01,1,ACK_SEQUENCE_NUMBER,CONTENT,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
RD-AK01,1,RESPONSE_CODE,CONTENT,Alphabetic,1,6,,Y,,,RUM,,,
RD-AK01,1,TEXT,CONTENT,Alphanumeric,1,255,,N,,,RUM,,,
DR-BICR,1,HEADER,DR-BICR,,,,,Y,,,RUM,,,
DR-BICR,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-BICR,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-BICR,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-BICR,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-BICR,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-BICR,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BICR,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BICR,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-BICR,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-BICR,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-BICR,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-BICR,1,CONTENT,DR-BICR,,,,,Y,,,RUM,,,
DR-BICR,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-BICR,1,BULLETIN_ITEM_TYPE,CONTENT,Alphanumeric,1,100,,Y,,,RUM,,,
DR-BICR,1,FIELD_COUNT,CONTENT,Numeric,1,2,1|99,Y,,,RUM,,,
DR-BICR,1,FIELD_RECORD,CONTENT,,,,,N,FIELD_COUNT,,RUM,,,
DR-BICR,1,FIELD_NUMBER,FIELD_RECORD,Numeric,1,2,1|99,Y,,,RUM,,,
DR-BICR,1,FIELD_NAME,FIELD_RECORD,Alphanumeric,1,100,,Y,,,RUM,,,
DR-BICR,1,FIELD_SIZE,FIELD_RECORD,Numeric,1,3,1|999,Y,,,RUM,,,
DR-BICR,1,FIXED_TEXT_BEFORE,FIELD_RECORD,Alphanumeric,1,60,,N,,,RUM,,,
DR-BICR,1,FIXED_TEXT_AFTER,FIELD_RECORD,Alphanumeric,1,60,,N,,,RUM,,,
DR-BICR,1,REQUIRED,FIELD_RECORD,Alphabetic,1,1,Y|N,Y,,,RUM,,,
DR-BICD,1,HEADER,DR-BICD,,,,,Y,,,RUM,,,
DR-BICD,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-BICD,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-BICD,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-BICD,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-BICD,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-BICD,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BICD,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BICD,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-BICD,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-BICD,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-BICD,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-BICD,1,CONTENT,DR-BICD,,,,,Y,,,RUM,,,
DR-BICD,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-BICD,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,N,,,RUM,,,
DR-BICD,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-BICD,1,ERROR_FEEDBACK,CONTENT,Alphanumeric,1,80,,N,,,RUM,,,
DR-BICD,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-BIVA,1,HEADER,DR-BIVA,,,,,Y,,,RUM,,,
DR-BIVA,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-BIVA,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-BIVA,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-BIVA,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-BIVA,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-BIVA,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BIVA,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BIVA,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-BIVA,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-BIVA,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-BIVA,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-BIVA,1,CONTENT,DR-BIVA,,,,,Y,,,RUM,,,
DR-BIVA,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-BIVA,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,N,,,RUM,,,
DR-BIVA,1,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,RUM,,,
DR-BIVA,1,VOID_DATE,CONTENT,Numeric,8,8,,Y,,,RUM,,,
DR-BIVA,1,VOID_TIME,CONTENT,Numeric,4,4,,Y,,,RUM,,,
DR-BIVA,1,VOID_TIME_ZONE,CONTENT,Alphabetic,1,1,E|C,Y,,,RUM,,,
DR-BIVA,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-BIVA,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-BIVD,1,HEADER,DR-BIVD,,,,,Y,,,RUM,,,
DR-BIVD,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-BIVD,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-BIVD,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-BIVD,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-BIVD,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-BIVD,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BIVD,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BIVD,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-BIVD,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-BIVD,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-BIVD,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-BIVD,1,CONTENT,DR-BIVD,,,,,Y,,,RUM,,,
DR-BIVD,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-BIVD,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,N,,,RUM,,,
DR-BIVD,1,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,RUM,,,
DR-BIVD,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-BIVD,1,ERROR_FEEDBACK,CONTENT,Alphanumeric,1,80,,N,,,RUM,,,
DR-BIVD,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-BULI,1,HEADER,DR-BULI,,,,,Y,,,RUM,,,
DR-BULI,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-BULI,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-BULI,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-BULI,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-BULI,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-BULI,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BULI,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-BULI,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-BULI,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-BULI,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-BULI,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-BULI,1,CONTENT,DR-BULI,,,,,Y,,,RUM,,,
DR-BULI,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-BULI,1,ISSUE_DATE,CONTENT,Numeric,8,8,,N,,,RUM,,,
DR-BULI,1,ISSUE_TIME,CONTENT,Numeric,4,4,,N,,,RUM,,,
DR-BULI,1,ISSUE_TIME_ZONE,CONTENT,Alphabetic,1,1,E|C,N,,,RUM,,,
DR-BULI,1,DISPATCHER,CONTENT,Alphabetic,2,3,,N,,,RUM,,,
DR-BULI,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-BULI,1,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,RUM,,,
DR-BULI,1,BULLETIN_ITEM_TYPE,CONTENT,Alphanumeric,1,100,,Y,,,RUM,,,
DR-BULI,1,FROM_LIMIT,CONTENT,Alphanumeric,1,27,,N,,,RUM,,,
DR-BULI,1,TO_LIMIT,CONTENT,Alphanumeric,1,27,,N,,,RUM,,,
DR-BULI,1,EYE_CATCHER_TEXT,CONTENT,Alphanumeric,1,7,,N,,,RUM,,,
DR-BULI,1,EFFECTIVE_DATE,CONTENT,Numeric,8,8,,Y,,,RUM,,,
DR-BULI,1,EFFECTIVE_TIME,CONTENT,Numeric,4,4,,Y,,,RUM,,,
DR-BULI,1,EXPIRATION_DATE,CONTENT,Numeric,8,8,,N,,,RUM,,,
DR-BULI,1,EXPIRATION_TIME,CONTENT,Numeric,4,4,,N,,,RUM,,,
DR-BULI,1,SPEED,CONTENT,Numeric,1,3,,N,,,RUM,,,
DR-BULI,1,HEO_SPEED_RESTRICTION,CONTENT,Alphabetic,1,1,Y|N,N,,,RUM,,,
DR-BULI,1,CONTACT,CONTENT,Alphanumeric,1,32,,N,,,RUM,,,
DR-BULI,1,ROUTE_COUNT,CONTENT,Numeric,1,2,0|25,Y,,,RUM,,,
DR-BULI,1,ROUTE_RECORD,CONTENT,,,,,N,ROUTE_COUNT,,RUM,,,
DR-BULI,1,TRACK,ROUTE_RECORD,Alphanumeric,1,32,,Y,,,RUM,,,
DR-BULI,1,START_DISTRICT,ROUTE_RECORD,Alphanumeric,1,25,,Y,,,RUM,,,
DR-BULI,1,START_MILEPOST,ROUTE_RECORD,Alphanumeric,1,9,,Y,,,RUM,,,
DR-BULI,1,END_DISTRICT,ROUTE_RECORD,Alphanumeric,1,25,,N,,,RUM,,,
DR-BULI,1,END_MILEPOST,ROUTE_RECORD,Alphanumeric,1,9,,N,,,RUM,,,
DR-BULI,1,ROUTE_DISTRICT_COUNT,CONTENT,Numeric,1,3,,Y,,,RUM,,,
DR-BULI,1,ROUTE_DISTRICT_RECORD,CONTENT,,,,,N,ROUTE_DISTRICT_COUNT,,RUM,,,
DR-BULI,1,ROUTE_DISTRICT_NAME,ROUTE_DISTRICT_RECORD,Alphanumeric,1,25,,Y,,,RUM,,,
DR-BULI,1,CROSSING_ID,CONTENT,Alphanumeric,7,7,,N,,,RUM,,,
DR-BULI,1,CROSSING_DISTRICT_COUNT,CONTENT,Numeric,1,1,1|9,Y,,,RUM,,,
DR-BULI,1,CROSSING_RECORD,CONTENT,,,,,N,CROSSING_DISTRICT_COUNT,,RUM,,,
DR-BULI,1,CROSSING_DISTRICT_NAME,CROSSING_RECORD,Alphanumeric,1,25,,Y,,,RUM,,,
DR-BULI,1,LINE_COUNT,CONTENT,Numeric,1,3,1|100,Y,,,RUM,,,
DR-BULI,1,TEXT_RECORD,CONTENT,,,,,N,LINE_COUNT,,RUM,,,
DR-BULI,1,TEXT_SEQUENCE,TEXT_RECORD,Numeric,1,3,1|100,Y,,,RUM,,,
DR-BULI,1,TEXT,TEXT_RECORD,Alphanumeric,1,60,,N,,,RUM,,,
DR-BULI,1,FROM_ZONE_COUNT,CONTENT,Numeric,1,2,1|99,Y,,,RUM,,,
DR-BULI,1,FROM_ZONE_RECORD,CONTENT,,,,,Y,FROM_ZONE_COUNT,,RUM,,,
DR-BULI,1,ZONE_1,FROM_ZONE_RECORD,Alphanumeric,1,60,,N,,,RUM,,,
DR-BULI,1,TO_ZONE_COUNT,CONTENT,Numeric,1,2,1|99,Y,,,RUM,,,
DR-BULI,1,TO_ZONE_RECORD,CONTENT,,,,,N,TO_ZONE_COUNT,,RUM,,,
DR-BULI,1,ZONE_2,TO_ZONE_RECORD,Alphanumeric,1,60,,N,,,RUM,,,
DR-RTCD,1,HEADER,DR-RTCD,,,,,Y,,,RUM,,,
DR-RTCD,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-RTCD,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-RTCD,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-RTCD,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-RTCD,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-RTCD,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTCD,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTCD,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-RTCD,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-RTCD,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-RTCD,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-RTCD,1,CONTENT,DR-RTCD,,,,,Y,,,RUM,,,
DR-RTCD,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-RTCD,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,Y,,,RUM,,,
DR-RTCD,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-RTCD,1,ERROR_FEEDBACK,CONTENT,Alphanumeric,1,80,,N,,,RUM,,,
DR-RTCD,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-RTED,1,HEADER,DR-RTED,,,,,Y,,,RUM,,,
DR-RTED,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-RTED,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-RTED,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-RTED,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-RTED,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-RTED,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTED,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTED,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-RTED,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-RTED,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-RTED,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-RTED,1,CONTENT,DR-RTED,,,,,Y,,,RUM,,,
DR-RTED,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-RTED,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,Y,,,RUM,,,
DR-RTED,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-RTED,1,ERROR_FEEDBACK,CONTENT,Alphanumeric,1,80,,N,,,RUM,,,
DR-RTED,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-RTRD,1,HEADER,DR-RTRD,,,,,Y,,,RUM,,,
DR-RTRD,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-RTRD,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-RTRD,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-RTRD,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-RTRD,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-RTRD,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTRD,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTRD,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-RTRD,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-RTRD,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-RTRD,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-RTRD,1,CONTENT,DR-RTRD,,,,,Y,,,RUM,,,
DR-RTRD,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-RTRD,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,Y,,,RUM,,,
DR-RTRD,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-RTRD,1,ERROR_FEEDBACK,CONTENT,Alphanumeric,1,80,,N,,,RUM,,,
DR-RTRD,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-RTVD,1,HEADER,DR-RTVD,,,,,Y,,,RUM,,,
DR-RTVD,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-RTVD,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-RTVD,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-RTVD,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-RTVD,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-RTVD,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTVD,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-RTVD,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-RTVD,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-RTVD,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-RTVD,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-RTVD,1,CONTENT,DR-RTVD,,,,,Y,,,RUM,,,
DR-RTVD,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-RTVD,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,Y,,,RUM,,,
DR-RTVD,1,DISPATCHER,CONTENT,Alphabetic,2,3,,Y,,,RUM,,,
DR-RTVD,1,ERROR_FEEDBACK,CONTENT,Alphanumeric,1,80,,N,,,RUM,,,
DR-RTVD,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-TAUT,1,HEADER,DR-TAUT,,,,,Y,,,RUM,,,
DR-TAUT,1,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,RUM,,,
DR-TAUT,1,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,RUM,,,
DR-TAUT,1,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,RUM,,,
DR-TAUT,1,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,RUM,,,
DR-TAUT,1,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,RUM,,,
DR-TAUT,1,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-TAUT,1,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,RUM,,,
DR-TAUT,1,DISTRICT_NAME,HEADER,Alphanumeric,0,25,,Y,,,RUM,,,
DR-TAUT,1,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,RUM,,,
DR-TAUT,1,USER_ID,HEADER,Alphanumeric,0,7,,Y,,,RUM,,,
DR-TAUT,1,DIVISION_NAME,HEADER,Alphabetic,0,24,,Y,,,RUM,,,
DR-TAUT,1,CONTENT,DR-TAUT,,,,,Y,,,RUM,,,
DR-TAUT,1,REQUEST_ID,CONTENT,Alphanumeric,1,13,,N,,,RUM,,,
DR-TAUT,1,REQUESTING_EMPLOYEE,CONTENT,Alphanumeric,1,20,,Y,,,RUM,,,
DR-TAUT,1,DISPATCHER_RESPONSE,CONTENT,Alphanumeric,1,100,,N,,,RUM,,,
DR-TAUT,1,ACTION,CONTENT,Numeric,1,1,0|7,Y,,,RUM,,,
DR-TAUT,1,CREW_ACK_REQUIRED,CONTENT,Alphabetic,1,1,Y|N,Y,,,RUM,,,
DR-TAUT,1,H_TRACK_AUTHORITY_NUMBER,CONTENT,Numeric,1,6,1|999999,Y,,,RUM,,,
DR-TAUT,1,H_ADDRESSEE_TYPE,CONTENT,Alphabetic,2,2,RW|OT|TE,Y,,,RUM,,,
DR-TAUT,1,H_SCAC,CONTENT,Alphabetic,1,4,,N,,,RUM,,,
DR-TAUT,1,H_SYMBOL,CONTENT,Alphanumeric,1,10,,N,,,RUM,,,
DR-TAUT,1,H_SECTION,CONTENT,Numeric,1,1,1|9,N,,,RUM,,,
DR-TAUT,1,H_ORIGIN_DATE,CONTENT,Numeric,8,8,,N,,,RUM,,,
DR-TAUT,1,H_ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,N,,,RUM,,,
DR-TAUT,1,H_ENGINE_NUMBER,CONTENT,Numeric,1,10,,N,,,RUM,,,
DR-TAUT,1,H_COUPLED_ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,N,,,RUM,,,
DR-TAUT,1,H_COUPLED_ENGINE_NUMBER,CONTENT,Numeric,1,10,,N,,,RUM,,,
DR-TAUT,1,H_ADDRESSEE_ID,CONTENT,Alphanumeric,1,19,,N,,,RUM,,,
DR-TAUT,1,H_ADDRESSEE,CONTENT,Alphanumeric,1,39,,Y,,,RUM,,,
DR-TAUT,1,H_AT_LOCATION,CONTENT,Alphanumeric,1,24,,Y,,,RUM,,,
DR-TAUT,1,S1_PRESENCE,CONTENT,Alphabetic,1,1,Y|N,Y,,,RUM,,,
DR-TAUT,1,S1_TRACK_AUTHORITY_NUMBER,CONTENT,Numeric,1,6,1|999999,N,,,RUM,,,
DR-TAUT,1,S2_PRESENCE,CONTENT,Alphabetic,1,1,Y|N,Y,,,RUM,,,
DR-TAUT,1,S2_FROM_LOCATION,CONTENT,Alphanumeric,1,37,,N,,,RUM,,,
DR-TAUT,1,S2_COUNT,CONTENT,,,,,,,,RUM,,,
DR-TAUT,1,S2_RECORD,CONTENT,,,,,,S2_COUNT,,RUM,,,
DR-TAUT,1,S2_SEQUENCE,S2_RECORD,,,,,,,,RUM,,,
DR-TAUT,1,S2_TO_LOCATION,S2_RECORD,,,,,,,,RUM,,,
DR-TAUT,1,S2_TRACK_TEXT,S2_RECORD,,,,,,,,RUM,,,
DR-TAUT,1,S2_LIMITS_COUNT,CONTENT,,,,,,,,RUM,,,
DR-TAUT,1,S2_LIMITS_RECORD,CONTENT,,,,,,S2_LIMITS_COUNT,,RUM,,,
