Message_Id,Message_Version,Field_Name,Parent_Field,Field_Units,Min_Field_Size,Max_Field_Size,Field_Range,Mandatory,Number_Of_Fields,Optional_Description,Message_Type,Customer,Direction,STEName
GD-RTDL,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
GD-RTDL,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
GD-RTDL,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
GD-RTDL,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
GD-RTDL,7,REQUEST_TYPE,CONTENT,Alphabetic,4,6,LOCO|UPDATE,Y,,,PTC,,,
GD-RTDL,7,TRIGGER_TYPE,CONTENT,Alphanumeric,5,5,02020|02007|02010,Y,,,PTC,,,
CD-BARS,7,HEADER,CD-BARS,,,,,Y,,,PTC,,,
CD-BARS,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-BARS,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-BARS,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-BARS,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-BARS,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-BARS,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-BARS,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-BARS,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-BARS,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-BARS,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-BARS,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-BARS,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-BARS,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-BARS,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-BARS,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-BARS,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-BARS,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-BARS,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-BARS,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-BARS,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-BARS,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-BARS,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-BARS,7,CONTENT,CD-BARS,,,,,Y,,,PTC,,,
CD-BARS,7,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,PTC,,,
CD-BARS,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-BARS,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-BARS,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-BARS,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-BARS,7,CREW_ACK_REQUIRED,CONTENT,Alphabetic,1,1,Y|N,Y,,,PTC,,,
CD-BARS,7,ELECTRONIC_ACK_REQUESTED,CONTENT,Alphabetic,1,1,Y|N,Y,,,PTC,,,
CD-BARS,7,STATUS_CODE,CONTENT,Numeric,1,1,1|2,Y,,,PTC,,,
CD-BARS,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-BARS,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-CABI,7,HEADER,CD-CABI,,,,,Y,,,PTC,,,
CD-CABI,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-CABI,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-CABI,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-CABI,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-CABI,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-CABI,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-CABI,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CABI,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CABI,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-CABI,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CABI,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-CABI,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-CABI,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CABI,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-CABI,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-CABI,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-CABI,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CABI,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CABI,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-CABI,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CABI,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-CABI,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CABI,7,CONTENT,CD-CABI,,,,,Y,,,PTC,,,
CD-CABI,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-CABI,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-CABI,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-CABI,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-CABI,7,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,PTC,,,
CD-CABI,7,CREW_ACK_TYPE,CONTENT,Alphabetic,6,6,Manual|Prompt,Y,,,PTC,,,
CD-CABV,7,HEADER,CD-CABV,,,,,Y,,,PTC,,,
CD-CABV,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-CABV,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-CABV,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-CABV,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-CABV,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-CABV,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-CABV,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CABV,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CABV,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-CABV,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CABV,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-CABV,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-CABV,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CABV,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-CABV,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-CABV,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-CABV,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CABV,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CABV,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-CABV,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CABV,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-CABV,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CABV,7,CONTENT,CD-CABV,,,,,Y,,,PTC,,,
CD-CABV,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-CABV,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-CABV,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-CABV,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-CABV,7,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,PTC,,,
CD-CSGF,7,HEADER,CD-CSGF,,,,,Y,,,PTC,,,
CD-CSGF,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-CSGF,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-CSGF,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-CSGF,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-CSGF,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-CSGF,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-CSGF,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CSGF,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CSGF,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-CSGF,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CSGF,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-CSGF,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-CSGF,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CSGF,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-CSGF,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-CSGF,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-CSGF,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CSGF,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CSGF,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-CSGF,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CSGF,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-CSGF,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CSGF,7,CONTENT,CD-CSGF,,,,,Y,,,PTC,,,
CD-CSGF,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-CSGF,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-CSGF,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-CSGF,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-CSGF,7,SIGNOFF_TYPE,CONTENT,Alphabetic,4,7,CREW|CUTOUT|TIMEOUT,Y,,,PTC,,,
CD-CSGN,7,HEADER,CD-CSGN,,,,,Y,,,PTC,,,
CD-CSGN,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-CSGN,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-CSGN,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-CSGN,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-CSGN,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-CSGN,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-CSGN,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CSGN,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-CSGN,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-CSGN,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CSGN,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-CSGN,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-CSGN,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CSGN,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-CSGN,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-CSGN,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-CSGN,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-CSGN,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CSGN,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-CSGN,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CSGN,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-CSGN,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-CSGN,7,CONTENT,CD-CSGN,,,,,Y,,,PTC,,,
CD-CSGN,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-CSGN,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-CSGN,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-CSGN,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-CSGN,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-CSGN,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-CSGN,7,EMPLOYEE_ID,CONTENT,Numeric,1,7,,Y,,,PTC,,,
CD-CSGN,7,EMPLOYEE_FIRST,CONTENT,Alphanumeric,1,20,,Y,,,PTC,,,
CD-CSGN,7,EMPLOYEE_MIDDLE,CONTENT,Alphabetic,1,1,,N,,,PTC,,,
CD-CSGN,7,EMPLOYEE_LAST,CONTENT,Alphanumeric,1,32,,Y,,,PTC,,,
CD-EEDS,7,HEADER,CD-EEDS,,,,,Y,,,PTC,,,
CD-EEDS,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-EEDS,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-EEDS,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-EEDS,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-EEDS,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-EEDS,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-EEDS,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-EEDS,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-EEDS,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-EEDS,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EEDS,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-EEDS,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-EEDS,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EEDS,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-EEDS,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-EEDS,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-EEDS,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-EEDS,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EEDS,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-EEDS,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EEDS,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-EEDS,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-EEDS,7,CONTENT,CD-EEDS,,,,,Y,,,PTC,,,
CD-EEDS,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-EEDS,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-EEDS,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-EEDS,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-EEDS,7,ENABLE_DISABLE,CONTENT,Numeric,1,1,0|1,Y,,,PTC,,,
CD-EEDS,7,ENA_DISABLE_RSN_CD,CONTENT,Numeric,1,2,1|99,N,,,PTC,,,
CD-EEDS,7,ENABLE_DISABLE_REASON,CONTENT,Alphanumeric,1,50,,N,,,PTC,,,
CD-EEDS,7,STATUS_CODE,CONTENT,Numeric,1,1,1|4,Y,,,PTC,,,
CD-EEDS,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-EEDS,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-EEDS,7,DISPATCH_TERRITORY,CONTENT,Alphanumeric,1,25,,Y,,,PTC,,,
CD-LOSR,7,HEADER,CD-LOSR,,,,,Y,,,PTC,,,
CD-LOSR,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-LOSR,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-LOSR,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-LOSR,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-LOSR,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-LOSR,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-LOSR,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-LOSR,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-LOSR,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-LOSR,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-LOSR,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-LOSR,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-LOSR,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-LOSR,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-LOSR,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-LOSR,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-LOSR,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-LOSR,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-LOSR,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-LOSR,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-LOSR,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-LOSR,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-LOSR,7,CONTENT,CD-LOSR,,,,,Y,,,PTC,,,
CD-LOSR,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-LOSR,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-LOSR,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-LOSR,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-LOSR,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-LOSR,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-LOSR,7,TRAIN_CLEARANCE_NUMBER,CONTENT,Numeric,1,4,1|9999,Y,,,PTC,,,
CD-LOSR,7,TRIGGER_TYPE,CONTENT,Numeric,1,2,,Y,,,PTC,,,
CD-LOSR,7,PREV_LOCO_ST_SUMM,CONTENT,Numeric,1,1,1|2,N,,,PTC,,,
CD-LOSR,7,PREV_LOCO_STATE,CONTENT,Numeric,1,1,1|7,N,,,PTC,,,
CD-LOSR,7,LOCO_STATE_SUMMARY,CONTENT,Numeric,1,1,1|2,Y,,,PTC,,,
CD-LOSR,7,LOCO_STATE,CONTENT,Numeric,1,1,1|7,Y,,,PTC,,,
CD-LOSR,7,LOCO_STATE_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-LOSR,7,LOCO_STATE_TIME,CONTENT,Numeric,6,6,,Y,,,PTC,,,
CD-LOSR,7,STATE_DISTRICT,CONTENT,Alphanumeric,1,25,,N,,,PTC,,,
CD-LOSR,7,STATE_MILEPOST,CONTENT,Alphanumeric,1,11,,N,,,PTC,,,
CD-LOSR,7,STATE_TRACK,CONTENT,Alphanumeric,1,32,,N,,,PTC,,,
CD-MEDS,7,HEADER,CD-MEDS,,,,,Y,,,PTC,,,
CD-MEDS,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-MEDS,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-MEDS,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-MEDS,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
CD-MEDS,7,MESSAGE_VERSION,HEADER,Numeric,1,3,1|999,Y,,,PTC,,,
CD-MEDS,7,MESSAGE_REVISION,HEADER,Numeric,1,3,0|999,Y,,,PTC,,,
CD-MEDS,7,SOURCE_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-MEDS,7,DESTINATION_SYS,HEADER,Alphabetic,2,3,CAD|GD|CI|RU,Y,,,PTC,,,
CD-MEDS,7,DISTRICT_NAME,HEADER,Alphanumeric,1,25,,N,,,PTC,,,
CD-MEDS,7,DISTRICT_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-MEDS,7,USER_ID,HEADER,Alphanumeric,1,7,,N,,,PTC,,,
CD-MEDS,7,TRACK_FILE_VERSION,HEADER,Numeric,1,10,1|4294967295,N,,,PTC,,,
CD-MEDS,7,HTRN_SCAC,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-MEDS,7,HTRN_SYMBOL,HEADER,Alphanumeric,1,10,,N,,,PTC,,,
CD-MEDS,7,HTRN_SECTION,HEADER,Numeric,1,1,1|9,N,,,PTC,,,
CD-MEDS,7,HTRN_ORIGIN_DATE,HEADER,Numeric,8,8,,N,,,PTC,,,
CD-MEDS,7,HENG_ENGINE_INITIAL,HEADER,Alphabetic,1,4,,N,,,PTC,,,
CD-MEDS,7,HENG_ENGINE_NUMBER,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-MEDS,7,UID1_TYPE,HEADER,Alphanumeric,1,7,SYNC,N,,,PTC,,,
CD-MEDS,7,UID1,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-MEDS,7,UID2_TYPE,HEADER,Alphanumeric,1,7,SYNCST|SYNCBI|SYNCTA|SYNCEND,N,,,PTC,,,
CD-MEDS,7,UID2,HEADER,Numeric,1,10,,N,,,PTC,,,
CD-MEDS,7,CONTENT,CD-MEDS,,,,,Y,,,PTC,,,
CD-MEDS,7,BULLETIN_ITEM_NUMBER,CONTENT,Numeric,1,5,1|99999,Y,,,PTC,,,
CD-MEDS,7,SCAC,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-MEDS,7,SYMBOL,CONTENT,Alphanumeric,1,10,,Y,,,PTC,,,
CD-MEDS,7,SECTION,CONTENT,Numeric,1,1,1|9,N,,,PTC,,,
CD-MEDS,7,ORIGIN_DATE,CONTENT,Numeric,8,8,,Y,,,PTC,,,
CD-MEDS,7,STATUS_CODE,CONTENT,Numeric,1,1,1|2,Y,,,PTC,,,
CD-MEDS,7,ENGINE_INITIAL,CONTENT,Alphabetic,1,4,,Y,,,PTC,,,
CD-MEDS,7,ENGINE_NUMBER,CONTENT,Numeric,1,10,,Y,,,PTC,,,
CD-RABI,7,HEADER,CD-RABI,,,,,Y,,,PTC,,,
CD-RABI,7,EVENT_DATE,HEADER,Numeric,8,8,,Y,,,PTC,,,
CD-RABI,7,EVENT_TIME,HEADER,Numeric,6,6,,Y,,,PTC,,,
CD-RABI,7,MESSAGE_ID,HEADER,Alphanumeric,1,7,,Y,,,PTC,,,
CD-RABI,7,SEQUENCE_NUMBER,HEADER,Numeric,1,13,1|9999999999999,Y,,,PTC,,,
